,student_id,How likely are you to use this model for academic tasks?,label,best_task_brainstorming_or_generating_creative_ideas,best_task_converting_content_between_formats_e.g.,best_task_data_processing_or_analysis,best_task_drafting_professional_text_e.g.,best_task_explaining_complex_concepts_simply,best_task_latex,best_task_math_computations,best_task_writing_or_debugging_code,best_task_writing_or_editing_essays/reports,best_task_emails,best_task_résumés,subopt_task_brainstorming_or_generating_creative_ideas,subopt_task_converting_content_between_formats_e.g.,subopt_task_data_processing_or_analysis,subopt_task_drafting_professional_text_e.g.,subopt_task_explaining_complex_concepts_simply,subopt_task_latex,subopt_task_math_computations,subopt_task_writing_or_debugging_code,subopt_task_writing_or_editing_essays/reports,subopt_task_emails,subopt_task_résumés
240,81,3,ChatGPT,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
241,81,3,Claude,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0
242,81,1,Gemini,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
243,82,3,ChatGPT,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
244,82,4,Claude,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
245,82,2,Gemini,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0
246,83,5,ChatGPT,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
247,83,3,Claude,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1
248,83,3,Gemini,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1
249,84,4,ChatGPT,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
250,84,1,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
251,84,1,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
252,85,2,ChatGPT,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
253,85,3,Claude,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
254,85,1,Gemini,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0
255,86,5,ChatGPT,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
256,86,1,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,86,1,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
258,87,4,ChatGPT,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
259,87,3,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
260,87,2,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
261,88,5,ChatGPT,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
262,88,1,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,88,1,Gemini,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
264,89,4,ChatGPT,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0
265,89,3,Claude,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
266,89,3,Gemini,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267,90,4,ChatGPT,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1
268,90,3,Claude,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1
269,90,1,Gemini,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
270,91,4,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
271,91,4,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
272,91,4,Gemini,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
273,92,5,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
274,92,2,Claude,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
275,92,3,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
276,93,5,ChatGPT,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
277,93,4,Claude,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
278,93,3,Gemini,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
279,94,4,ChatGPT,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
280,94,2,Claude,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1
281,94,4,Gemini,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1
282,95,4,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,95,4,Claude,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
284,95,1,Gemini,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
285,96,3,ChatGPT,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
286,96,3,Claude,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1
287,96,2,Gemini,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
288,97,5,ChatGPT,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
289,97,4,Claude,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
290,97,4,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
291,98,3,ChatGPT,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
292,98,2,Claude,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
293,98,3,Gemini,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
294,99,4,ChatGPT,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
295,99,1,Claude,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
296,99,4,Gemini,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
297,100,3,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
298,100,1,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
299,100,2,Gemini,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
300,101,4,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
301,101,3,Claude,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
302,101,3,Gemini,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
303,102,5,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
304,102,1,Claude,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
305,102,3,Gemini,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
306,103,5,ChatGPT,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
307,103,4,Claude,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,103,1,Gemini,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
309,104,3,ChatGPT,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
310,104,3,Claude,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
311,104,1,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
312,105,5,ChatGPT,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
313,105,4,Claude,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
314,105,3,Gemini,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
315,106,5,ChatGPT,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
316,106,3,Claude,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
317,106,3,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
318,107,3,ChatGPT,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
319,107,3,Claude,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
320,107,3,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
321,108,3,ChatGPT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
322,108,2,Claude,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
323,108,4,Gemini,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
324,109,2,ChatGPT,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
325,109,1,Claude,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
326,109,2,Gemini,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
327,110,4,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
328,110,4,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329,110,1,Gemini,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
330,111,5,ChatGPT,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
331,111,2,Claude,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
332,111,2,Gemini,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
333,112,5,ChatGPT,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
334,112,2,Claude,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1
335,112,1,Gemini,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1
336,113,3,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1
337,113,1,Claude,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1
338,113,1,Gemini,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
339,114,3,ChatGPT,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
340,114,1,Claude,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
341,114,3,Gemini,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
342,115,4,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
343,115,5,Claude,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,115,3,Gemini,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
345,116,3,ChatGPT,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
346,116,2,Claude,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
347,116,1,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
348,117,5,ChatGPT,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
349,117,4,Claude,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
350,117,3,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
351,118,5,ChatGPT,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
352,118,2,Claude,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
353,118,3,Gemini,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
354,119,4,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
355,119,4,Claude,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
356,119,3,Gemini,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357,120,4,ChatGPT,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0
358,120,4,Claude,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
359,120,2,Gemini,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
360,121,2,ChatGPT,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
361,121,2,Claude,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
362,121,1,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
363,122,3,ChatGPT,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
364,122,2,Claude,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
365,122,3,Gemini,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1
366,123,3,ChatGPT,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
367,123,2,Claude,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
368,123,1,Gemini,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
369,124,3,ChatGPT,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
370,124,1,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
371,124,1,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
372,125,5,ChatGPT,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
373,125,3,Claude,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
374,125,3,Gemini,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
375,126,1,ChatGPT,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
376,126,4,Claude,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
377,126,1,Gemini,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
378,127,4,ChatGPT,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
379,127,4,Claude,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
380,127,4,Gemini,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
381,128,5,ChatGPT,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
382,128,1,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
383,128,1,Gemini,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384,129,4,ChatGPT,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
385,129,2,Claude,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
386,129,5,Gemini,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
387,130,4,ChatGPT,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
388,130,3,Claude,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
389,130,3,Gemini,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
390,131,4,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0
391,131,2,Claude,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392,131,3,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
393,132,4,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
394,132,1,Claude,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
395,132,1,Gemini,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
396,133,4,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
397,133,2,Claude,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
398,133,3,Gemini,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
399,134,3,ChatGPT,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
400,134,2,Claude,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
401,134,1,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402,135,4,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0
403,135,2,Claude,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
404,135,4,Gemini,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
405,136,4,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
406,136,3,Claude,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
407,136,1,Gemini,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
408,137,4,ChatGPT,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
409,137,4,Claude,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
410,137,1,Gemini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,138,4,ChatGPT,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
412,138,3,Claude,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
413,138,3,Gemini,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
414,139,5,ChatGPT,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
415,139,4,Claude,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
416,139,2,Gemini,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
417,140,2,ChatGPT,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
418,140,3,Claude,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
419,140,2,Gemini,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
420,141,4,ChatGPT,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
421,141,1,Claude,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
422,141,1,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
423,142,4,ChatGPT,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
424,142,1,Claude,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
425,142,1,Gemini,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
426,143,4,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
427,143,3,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
428,143,2,Gemini,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
429,144,4,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
430,144,4,Claude,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
431,144,3,Gemini,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
432,145,4,ChatGPT,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
433,145,3,Claude,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
434,145,4,Gemini,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
435,146,3,ChatGPT,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
436,146,3,Claude,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
437,146,3,Gemini,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
438,147,4,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
439,147,5,Claude,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
440,147,2,Gemini,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
441,148,5,ChatGPT,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0
442,148,3,Claude,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
443,148,3,Gemini,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
444,149,5,ChatGPT,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
445,149,1,Claude,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
446,149,1,Gemini,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
447,150,4,ChatGPT,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
448,150,2,Claude,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
449,150,3,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1
450,151,4,ChatGPT,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
451,151,1,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,151,1,Gemini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,152,4,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
454,152,1,Claude,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
455,152,3,Gemini,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0
456,153,2,ChatGPT,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
457,153,1,Claude,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
458,153,4,Gemini,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1
459,154,4,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
460,154,3,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,154,3,Gemini,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
462,155,3,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
463,155,1,Claude,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
464,155,1,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
465,156,5,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
466,156,2,Claude,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
467,156,4,Gemini,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
468,157,4,ChatGPT,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
469,157,2,Claude,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
470,157,3,Gemini,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
471,158,4,ChatGPT,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0
472,158,1,Claude,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
473,158,3,Gemini,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
474,159,5,ChatGPT,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
475,159,2,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
476,159,3,Gemini,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
477,160,4,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
478,160,2,Claude,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
479,160,2,Gemini,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
480,161,4,ChatGPT,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
481,161,1,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
482,161,1,Gemini,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
483,162,4,ChatGPT,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
484,162,1,Claude,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
485,162,1,Gemini,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
